-50.23968706,72.2550469,137.8300018,10,1,-0.01812
-50.09663556,72.09982702,138.1399994,10,1,-0.01812
-49.95358406,71.94460714,138.6000061,10,1,-0.01812
-49.82006933,71.78938721,138.9600067,10,1,-0.01812
-49.67701783,71.62308014,139.1600037,10,1,-0.01812
-49.53396633,71.42351152,139.0200043,10,1,-0.01812
-49.37184129,71.21285581,138.5099945,10,1,-0.01812
-49.20017949,70.98002577,137.6999969,10,1,-0.02005
-48.99990739,70.75828305,137.0800018,10,1,-0.02142
-48.76148822,70.5365405,136.8399963,10,1,-0.02213
-48.50399552,70.29262366,136.7100067,10,1,-0.02257
-48.26557635,70.03761955,136.2799988,10,1,-0.02296
-48.13206162,69.87131242,135.9299927,10,1,-0.02353
-47.99854688,69.71609247,135.4900055,10,1,-0.02439
-47.73151742,69.43891411,134.8600006,10,1,-0.0255
-47.56939238,69.28369428,134.6399994,10,1,-0.02669
-47.41680412,69.12847441,134.4199982,10,1,-0.02765
-47.13070111,68.85129612,134.0099945,10,1,-0.02804
-46.95903931,68.67390197,133.6600037,10,1,-0.02759
-46.80645105,68.5075949,133.3500061,10,1,-0.0262
-46.64432601,68.36346224,133.2100067,10,1,-0.02403
-46.44405391,68.19715539,133.1799927,10,1,-0.02147
-46.25331857,68.04193567,133.2200012,10,1,-0.01901
-46.05304647,67.88671598,133.1499939,10,1,-0.01709
-45.89092144,67.73149613,132.9600067,10,1,-0.01594
-45.69064934,67.53192771,132.6000061,10,1,-0.01546
-45.51898754,67.36562071,132.1499939,10,1,-0.01526
-45.33778897,67.18822657,131.7100067,10,1,-0.01488
-45.16612717,67.02191956,131.3800049,10,1,-0.0139
-44.97539184,66.85561263,131.2299957,10,1,-0.01218
-44.77511974,66.70039293,131.3300018,10,1,-0.00983
-44.54623733,66.52299897,131.4900055,10,1,-0.00717
-44.30781817,66.33451787,131.6199951,10,1,-0.00455
-44.05986223,66.12386244,131.6100006,10,1,-0.0023
-43.79283276,65.90211989,131.5599976,10,1,-0.00062
-43.53534006,65.66929012,131.4199982,10,1,0.00039
-43.26831059,65.43646038,131.2899933,10,1,0.00075
-43.01081789,65.2036306,131.0700073,10,1,0.00051
-42.74378842,64.97080085,130.8699951,10,1,-0.00025
-42.46722219,64.74905831,130.7700043,10,1,-0.00144
-42.24787655,64.57166427,130.6300049,10,1,-0.00297
-42.01899415,64.37209589,130.4199982,10,1,-0.00476
-41.79011175,64.16144033,130.1999969,10,1,-0.00667
-41.53261905,63.93969769,129.9600067,10,1,-0.00855
-41.31327342,63.75121645,129.7100067,10,1,-0.01022
-41.07485425,63.55164809,129.5500031,10,1,-0.0115
-40.83643508,63.34099254,129.4299927,10,1,-0.01221
-40.56940561,63.1303371,129.3699951,10,1,-0.01224
-40.35959675,62.95294299,129.2899933,10,1,-0.01159
-40.13071434,62.77554893,129.2799988,10,1,-0.01033
-39.88275841,62.58706777,129.3000031,10,1,-0.00863
-39.65387601,62.40967371,129.3699951,10,1,-0.00673
-39.45360391,62.2544539,129.4700012,10,1,-0.00485
-39.21518474,62.06597269,129.4900055,10,1,-0.00319
-38.95769204,61.85531717,129.3800049,10,1,-0.0019
-38.72880963,61.66683591,129.1300049,10,1,-0.00105
-38.509464,61.50052897,128.8999939,10,1,-0.00066
-38.27104483,61.31204773,128.6699982,10,1,-0.00074
-38.01355213,61.10139219,128.4700012,10,1,-0.00124
-37.77513296,60.91291094,128.3500061,10,1,-0.00214
-37.5653241,60.74660395,128.2599945,10,1,-0.00335
-37.3078314,60.55812276,128.1799927,10,1,-0.00474
-37.06941223,60.3696415,128.0299988,10,1,-0.0061
-36.84052983,60.17007301,127.9400024,10,1,-0.00721
-36.63072096,59.99267882,127.9100037,10,1,-0.00784
-36.37322826,59.78202324,127.8199997,10,1,-0.00781
-36.12527232,59.59354199,127.7200012,10,1,-0.00702
-35.87731639,59.41614791,127.6399994,10,1,-0.00553
-35.62936045,59.23875383,127.6399994,10,1,-0.00351
-35.39094129,59.06135971,127.6999969,10,1,-0.00123
-35.14298535,58.8950528,127.7900009,10,1,0.00103
-34.91410295,58.71765864,127.8499985,10,1,0.00301
-34.68522055,58.52917729,127.9100037,10,1,0.00456
-34.45633815,58.34069593,128.0599976,10,1,0.00568
-34.20838221,58.15221464,128.2899933,10,1,0.00648
-33.96996305,57.97482048,128.5399933,10,1,0.00714
-33.73154388,57.79742633,128.6000061,10,1,0.00789
-33.50266148,57.60894495,128.6399994,10,1,0.00887
-33.28331584,57.42046354,128.6399994,10,1,0.01013
-33.04489667,57.24306937,128.7799988,10,1,0.0116
-32.80647751,57.06567519,128.9400024,10,1,0.01307
-32.57759511,56.88828098,129.1100006,10,1,0.01431
-32.3487127,56.72197395,129.25,10,1,0.01505
-32.1198303,56.52240536,129.3099976,10,1,0.01511
-31.9195582,56.35609823,129.4199982,10,1,0.01443
-31.70021257,56.1565296,129.5500031,10,1,0.01309
-31.47133016,55.96804819,129.6699982,10,1,0.0113
-31.22337423,55.74630527,129.7799988,10,1,0.00935
-31.02310213,55.57999812,129.9600067,10,1,0.00754
-30.79421973,55.39151669,130.1699982,10,1,0.00615
-30.57487409,55.19194805,130.3000031,10,1,0.00536
-30.33645493,54.98129226,130.4900055,10,1,0.0052
-30.13618282,54.80389792,130.6699982,10,1,0.00559
-29.89776366,54.61541649,130.8899994,10,1,0.00633
-29.64027096,54.39367357,131.0800018,10,1,0.00714
-29.41138856,54.20519211,131.4100037,10,1,0.00771
-29.20157969,54.02779777,131.6000061,10,1,0.00777
-28.97269729,53.82822911,131.6499939,10,1,0.00712
-28.71520459,53.5843118,131.5700073,10,1,0.00571
-28.48632218,53.38474314,131.4799957,10,1,0.00363
